Longitude,Latitude,Crime type,Date,Crime Description
-122.4306092,37.781645583,Malicious Mischief,2021-05-29 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.431191121,37.76759524,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.436478248,37.767274661,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.436478248,37.767274661,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.415626198,37.757232408,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Auto"
-122.430797882,37.782569888,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.372005699,37.729873874,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.403275194,37.743123762,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.395682319,37.763906985,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.410401494,37.778785372,Forgery And Counterfeiting,2021-05-29 0:00:00,"Vehicle Registration, False Evidence of"
-122.433074472,37.764195712,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.391268425,37.739853199,Recovered Vehicle,2021-05-29 0:00:00,"Vehicle, Recovered, Auto"
-122.401832508,37.75712085,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Attempted"
-122.388333333,37.721175069,Recovered Vehicle,2021-05-29 0:00:00,"Vehicle, Recovered, Other Vehicle"
-122.419425409,37.801062213,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.448279147,37.804724224,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.421709308,37.778956864,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.393597165,37.787996309,Malicious Mischief,2021-05-29 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.408521257,37.805299976,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.402824985,37.735891248,Recovered Vehicle,2021-05-29 0:00:00,"Vehicle, Recovered, Truck"
-122.389526604,37.771109952,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Truck"
-122.431366398,37.785372646,Larceny Theft,2021-05-29 0:00:00,"Theft, From Unlocked Vehicle, $200-$950"
-122.417391336,37.790973191,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.421257559,37.801758416,Larceny Theft,2021-05-29 0:00:00,"Theft, Vehicle Strip, $200-$950"
-122.412047267,37.75423033,Malicious Mischief,2021-05-29 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.423655076,37.805286984,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.477362831,37.766062486,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Auto"
-122.426167394,37.775997142,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Auto"
-122.42214538,37.788942623,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Auto"
-122.423074929,37.763221182,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.4330285,37.776550122,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Other Vehicle"
-122.442793101,37.782885336,Recovered Vehicle,2021-05-29 0:00:00,"Vehicle, Recovered, Auto"
-122.390693774,37.734797358,Larceny Theft,2021-05-29 0:00:00,"Theft, From Unlocked Vehicle, $50-$200"
-122.439390262,37.749365369,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Auto"
-122.40579958,37.791778212,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.411870227,37.777619143,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Auto"
-122.429496327,37.737823826,Malicious Mischief,2021-05-29 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.428241497,37.786246577,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.431633136,37.723167239,Malicious Mischief,2021-05-29 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.4647368,37.743658625,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Auto"
-122.448279147,37.804724224,Malicious Mischief,2021-05-29 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.477362831,37.766062486,Recovered Vehicle,2021-05-29 0:00:00,"Vehicle, Recovered, Auto"
-122.421749882,37.788027214,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.413353965,37.787663598,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Auto"
-122.428241497,37.786246577,Larceny Theft,2021-05-29 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.418747575,37.755436936,Malicious Mischief,2021-05-29 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.41588254,37.78351564,Motor Vehicle Theft,2021-05-29 0:00:00,"Vehicle, Stolen, Auto"
-122.413770629,37.749304067,Malicious Mischief,2021-05-30 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.428100978,37.777178116,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Auto"
-122.42638171,37.764645687,Vehicle Misplaced,2021-05-30 0:00:00,"Vehicle, Misplaced"
-122.460612901,37.709673493,Recovered Vehicle,2021-05-30 0:00:00,"Vehicle, Recovered, Auto"
-122.435471954,37.765727472,Recovered Vehicle,2021-05-30 0:00:00,"Vehicle, Recovered, Auto"
-122.430573569,37.761155476,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Auto"
-122.436468166,37.722465217,Malicious Mischief,2021-05-30 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.419693567,37.777299855,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.400266599,37.761067953,Vandalism,2021-05-30 0:00:00,"Vehicle, Tampering"
-122.422933821,37.785014423,Recovered Vehicle,2021-05-30 0:00:00,"Vehicle, Recovered, Auto"
-122.422933821,37.785014423,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Other Vehicle"
-122.414387602,37.755699464,Vehicle Misplaced,2021-05-30 0:00:00,"Vehicle, Misplaced"
-122.398348116,37.723036158,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen & Recovered"
-122.405357242,37.805695943,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.412141426,37.806758082,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.409487401,37.806131833,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.405424736,37.771296352,Malicious Mischief,2021-05-30 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.391521352,37.732431907,Recovered Vehicle,2021-05-30 0:00:00,"Vehicle, Recovered, Truck"
-122.39298154,37.719113641,Larceny Theft,2021-05-30 0:00:00,"Burglary, Vehicle (Arrest made)"
-122.417226195,37.805169649,Larceny Theft,2021-05-30 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.411950088,37.80582493,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.408897338,37.807163251,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.423959244,37.763167824,Malicious Mischief,2021-05-30 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.409487401,37.806131833,Malicious Mischief,2021-05-30 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.511294926,37.77507596,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.415616438,37.80727587,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.446910119,37.803283996,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.511294926,37.77507596,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.378951314,37.725304414,Recovered Vehicle,2021-05-30 0:00:00,"Vehicle, Recovered, Auto"
-122.436507234,37.77706808,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.400681338,37.796776842,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.431366398,37.785372646,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.434483321,37.77541686,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.427462059,37.768770498,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, Att."
-122.405357242,37.805695943,Malicious Mischief,2021-05-30 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.427462059,37.768770498,Malicious Mischief,2021-05-30 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.416107622,37.750771086,Recovered Vehicle,2021-05-30 0:00:00,"Vehicle, Recovered, Auto"
-122.416107622,37.750771086,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Auto"
-122.416510772,37.803347967,Recovered Vehicle,2021-05-30 0:00:00,"Vehicle, Recovered, Auto"
-122.416510772,37.803347967,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Auto"
-122.408493159,37.784452729,Malicious Mischief,2021-05-30 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.42638171,37.764645687,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Auto"
-122.390727085,37.731037146,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Auto"
-122.418816119,37.734016785,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Auto"
-122.398695703,37.798880966,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.391268425,37.739853199,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.422669446,37.74394224,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.412141426,37.806758082,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.398695703,37.798880966,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.446910119,37.803283996,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.422006823,37.805496648,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.413975009,37.807482512,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.427584326,37.782986047,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Auto"
-122.406956633,37.805494468,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.406956633,37.805494468,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.495174855,37.775813278,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Auto"
-122.447819574,37.801633207,Larceny Theft,2021-05-30 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.509432942,37.779851069,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.41193341,37.780005868,Recovered Vehicle,2021-05-30 0:00:00,"Vehicle, Recovered, Auto"
-122.422006823,37.805496648,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.511294926,37.77507596,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.389428943,37.788837779,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.428525012,37.787650561,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Auto"
-122.47857884,37.784173986,Malicious Mischief,2021-05-30 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.393187684,37.780968803,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.410056931,37.788082186,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.384571481,37.719059037,Malicious Mischief,2021-05-30 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.420316885,37.797108875,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Auto"
-122.433218739,37.777490366,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.463225949,37.758562488,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.418781856,37.806241248,Larceny Theft,2021-05-30 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.412479936,37.770629853,Recovered Vehicle,2021-05-30 0:00:00,"Vehicle, Recovered, Auto"
-122.404496978,37.764664316,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Other Vehicle"
-122.404496978,37.764664316,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Truck"
-122.404496978,37.764664316,Motor Vehicle Theft,2021-05-30 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.418842654,37.789829934,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.411424371,37.757484901,Assault,2021-01-01 0:00:00,Shooting into Inhabited Dwelling or Occupied Vehicle
-122.452474226,37.71498278,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Truck"
-122.418190983,37.733984236,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Auto"
-122.434006519,37.750494924,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.417906414,37.725220741,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.416077987,37.762034001,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.412348042,37.757429523,Larceny Theft,2021-01-01 0:00:00,"Theft, Vehicle Strip, Attempted"
-122.395826441,37.767165956,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.500220955,37.718955558,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.432829729,37.775626088,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.387372608,37.744259406,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Auto"
-122.508823172,37.771445516,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Mobile Home or House Trailer"
-122.390183079,37.722224946,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.448279147,37.804724224,Malicious Mischief,2021-01-01 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.448279147,37.804724224,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.436238358,37.732382387,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.417357818,37.752305978,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.419170605,37.748179391,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Motorcycle"
-122.4280221,37.801862904,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.471619616,37.746970966,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Auto"
-122.418781856,37.806241248,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.387794891,37.787097238,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Motorcycle"
-122.448279147,37.804724224,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.447819574,37.801633207,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.447819574,37.801633207,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.418584377,37.739297279,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Truck"
-122.440977562,37.799212366,Malicious Mischief,2021-01-01 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.436128965,37.77520593,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Truck"
-122.430247362,37.769392261,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.413068635,37.734700597,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Truck"
-122.412824228,37.772812159,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.412824228,37.772812159,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.44661696,37.717696405,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Auto"
-122.414452762,37.724793048,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.403877702,37.770062865,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Truck"
-122.40583816,37.742391761,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Auto"
-122.391373533,37.772830994,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.372658042,37.824119133,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.392210658,37.779277453,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.393920944,37.786851766,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Truck"
-122.423781082,37.789203139,Forgery And Counterfeiting,2021-01-01 0:00:00,"Vehicle Registration, False Evidence of"
-122.504544349,37.771640386,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Truck"
-122.440396756,37.779438636,Larceny Theft,2021-01-01 0:00:00,"Theft, From Unlocked Vehicle, <$50"
-122.399006933,37.721302523,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.446910119,37.803283996,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.444291305,37.72989686,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Truck"
-122.460676843,37.76744881,Larceny Theft,2021-01-01 0:00:00,"Theft, From Unlocked Vehicle, $200-$950"
-122.416009497,37.777773071,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.416009497,37.777773071,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Auto"
-122.416009497,37.777773071,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Auto"
-122.420938647,37.769917551,Forgery And Counterfeiting,2021-01-01 0:00:00,"Vehicle Registration, False Evidence of"
-122.418901311,37.781704786,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.504544349,37.771640386,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.433524706,37.804033454,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Truck"
-122.433524706,37.804033454,Embezzlement,2021-01-01 0:00:00,"Vehicle, Rental, Failure to Return"
-122.432829729,37.775626088,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Auto"
-122.422407118,37.774084974,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.389600601,37.732289961,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.500945052,37.781276945,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Mobile Home or House Trailer"
-122.410365444,37.793747031,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.405607549,37.732438657,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.424538326,37.801303719,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.44428427,37.729093639,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Auto"
-122.41550518,37.781654261,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.405701998,37.801786754,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.428389947,37.730788742,Malicious Mischief,2021-01-01 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.46895098,37.719658801,Motor Vehicle Theft,2021-01-01 0:00:00,"Vehicle, Stolen, Truck"
-122.42025428,37.774358674,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Motorcycle"
-122.414995424,37.787453843,Larceny Theft,2021-01-01 0:00:00,"Theft, From Locked Vehicle, Att."
-122.456663203,37.776418876,Recovered Vehicle,2021-01-01 0:00:00,"Vehicle, Recovered, Auto"
-122.426699601,37.795316271,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen & Recovered"
-122.426864644,37.787862442,Larceny Theft,2021-01-02 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.394877718,37.733578153,Larceny Theft,2021-01-02 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.466681387,37.727237765,Larceny Theft,2021-01-02 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.468941138,37.717894144,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Truck"
-122.396841429,37.782119122,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Auto"
-122.396841429,37.782119122,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.430824714,37.77397252,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, Att."
-122.456663203,37.776418876,Malicious Mischief,2021-01-02 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.402102586,37.718720694,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.427825034,37.800886754,Assault,2021-01-02 0:00:00,Shooting into Inhabited Dwelling or Occupied Vehicle
-122.416082459,37.726105732,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Auto"
-122.462804752,37.775417907,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.397612709,37.763793893,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.397612709,37.763793893,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.390416265,37.73559052,Assault,2021-01-02 0:00:00,Shooting into Inhabited Dwelling or Occupied Vehicle
-122.404544035,37.734343201,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.41796623,37.802201308,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.401832508,37.75712085,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen & Recovered"
-122.469092497,37.773256711,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.432829729,37.775626088,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.418028921,37.770876469,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.393729797,37.764021342,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.410497554,37.80696291,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.465342061,37.71791811,Recovered Vehicle,2021-01-02 0:00:00,"Vehicle, Recovered, Truck"
-122.412141426,37.806758082,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.485228936,37.714694512,Larceny Theft,2021-01-02 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.418028921,37.770876469,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.387729391,37.731231788,Assault,2021-01-02 0:00:00,"Firearm, Discharging at Unoccupied Bldg, Vehicle or Aircraft"
-122.428559573,37.73347313,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Truck"
-122.41360417,37.805618479,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.395682319,37.763906985,Recovered Vehicle,2021-01-02 0:00:00,"Vehicle, Recovered, Auto"
-122.440751943,37.734389105,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Truck"
-122.448279147,37.804724224,Malicious Mischief,2021-01-02 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.425109522,37.804145844,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.411571716,37.712465274,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Truck"
-122.381690925,37.727804661,Recovered Vehicle,2021-01-02 0:00:00,"Vehicle, Recovered, Auto"
-122.447819574,37.801633207,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.390967891,37.734013871,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen & Recovered"
-122.407283523,37.733159265,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Truck"
-122.380111051,37.736784189,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Auto"
-122.421891572,37.779890106,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.395826441,37.767165956,Malicious Mischief,2021-01-02 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.435000703,37.760888932,Larceny Theft,2021-01-02 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.427645312,37.799997256,Assault,2021-01-02 0:00:00,Shooting into Inhabited Dwelling or Occupied Vehicle
-122.390547464,37.728099081,Recovered Vehicle,2021-01-02 0:00:00,"Vehicle, Recovered, Auto"
-122.429961677,37.75476123,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Auto"
-122.411673325,37.7187541,Recovered Vehicle,2021-01-02 0:00:00,"Vehicle, Recovered, Mobile Home or House Trailer"
-122.425625505,37.798343536,Malicious Mischief,2021-01-02 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.403075826,37.738990416,Recovered Vehicle,2021-01-02 0:00:00,"Vehicle, Recovered, Auto"
-122.407556406,37.726599245,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Truck"
-122.417805821,37.784709803,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Auto"
-122.390362709,37.725167205,Motor Vehicle Theft,2021-01-02 0:00:00,"Vehicle, Stolen, Mobile Home or House Trailer"
-122.377202614,37.730015827,Assault,2021-01-02 0:00:00,"Firearm, Discharging at Unoccupied Bldg, Vehicle or Aircraft"
-122.377202614,37.730015827,Assault,2021-01-02 0:00:00,"Firearm, Discharging at Occupied Bldg, Vehicle, or Aircraft"
-122.41588254,37.78351564,Malicious Mischief,2021-01-02 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.41689982,37.771723946,Vandalism,2021-01-02 0:00:00,"Vehicle, Tampering"
-122.41689982,37.771723946,Malicious Mischief,2021-01-02 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.483192384,37.742720212,Malicious Mischief,2021-01-02 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
